"","X","id","proximity","affiliative","agonistic","BordaScore","Borda"
"1",1,6814,-0.921163130407987,-0.3378930992515,-0.990132289197389,13.4555053720295,83
"2",2,6818,-0.889339887046939,0.546303054665337,-0.623270524674054,12.9015821004276,68
"3",3,6819,-0.751439165815728,-0.37547530046765,-0.990132289197389,13.292379712166,76
"4",4,6820,-0.507460966714356,-0.375635191401355,-0.990132289197389,13.0484295851059,69
"5",5,6825,0.680606785431459,1.12129852267814,0.110453004372617,10.4969599803668,24
"6",6,6833,2.2823767012709,2.61105640054955,0.477314768895952,8.26677160209724,9
"7",7,6837,-0.921163130407987,-0.405865479243678,-0.990132289197389,13.4674392785547,88
"8",8,6838,1.10491669691211,1.30764757169522,2.67848535603596,7.4719004262838,4
"9",9,6846,0.309335612885892,-0.351824244283955,-0.623270524674054,11.8605907544787,45
"10",10,6862,-0.921163130407987,-0.416236576085,-0.990132289197389,13.4692601313817,89
"11",11,6879,-0.921163130407987,-0.417101293416805,-0.623270524674054,13.1025501852265,72
"12",12,6888,-0.687792679093631,-0.354114231261887,0.477314768895952,11.7575358057594,44
"13",13,6901,0.574529307561297,0.506629266658659,-0.623270524674054,11.4446784303107,38
"14",14,6905,-0.921163130407987,-0.421382503841344,-0.990132289197389,13.4701636015976,92
"15",15,6911,0.500275073052183,-0.369868699609563,-0.256408760150718,11.3059575936876,35
"16",16,6929,0.436628586330086,-0.374947357826648,-0.990132289197389,12.1042192691635,49
"17",17,6936,0.988231471254928,-0.0495012868505885,1.94476182698929,8.560583721624,11
"18",18,6937,-0.868124391472906,-0.356986014748866,-0.990132289197389,13.4058187750801,78
"19",19,6938,-0.804477904750809,-0.0175840634632807,-0.990132289197389,13.2825835088926,75
"20",20,6993,-0.63475394015855,0.342765641159001,1.57790006246596,10.4815606174218,23
"21",21,6995,-0.762046913602744,-0.416305946407712,0.110453004372617,12.2095708003497,52
"22",22,7007,-0.899947634833955,-0.396908741089306,-0.990132289197389,13.4446512490203,81
"23",23,7010,0.394197595182021,-0.356511948204217,1.21103829794262,9.94224296945144,19
"24",24,7016,-0.889339887046939,-0.4206799519318,-0.623270524674054,13.0713552467182,70
"25",25,7021,-0.422598984418226,-0.338805890113863,-0.256408760150718,12.223377955628,54
"26",26,7025,-0.921163130407987,-0.423352407113081,-0.256408760150718,12.7367859283458,64
"27",27,7027,-0.54989195786242,-0.354518237467779,-0.256408760150718,12.3534295449193,58
"28",28,7028,0.738949398260048,0.789694054688022,0.844176533419288,9.76311361430003,16
"29",29,7029,-0.804477904750809,-0.36224754020322,-0.990132289197389,13.3430960540546,77
"30",30,7031,-0.645361687945566,-0.386989074901358,-0.990132289197389,13.1883237069566,74
"31",31,7032,-0.921163130407987,-0.423352407113081,-0.256408760150718,12.7367859283458,64
"32",32,7033,-0.868124391472906,-0.37242745802018,1.21103829794262,11.2073592411743,33
"33",33,7038,-0.443814479992258,-0.377120647488616,-0.256408760150718,12.2513203707699,55
"34",34,7040,1.15265156195368,-0.338470561701253,-0.990132289197389,11.3817920647142,36
"35",35,7045,-0.433206732205242,-0.414717132341107,0.844176533419288,11.1467281419187,32
"36",36,7047,0.0335341704234705,-0.423352407113081,-0.623270524674054,12.1489503920377,51
"37",37,7053,3.60834517464793,0.0213880731358774,0.477314768895952,7.39547103580312,2
"38",38,7055,1.46558012167066,-0.2684343472507,-0.256408760150718,10.322843722138,21
"39",39,7056,-0.921163130407987,-0.197466075217749,-0.990132289197389,13.430850608159,80
"40",40,7059,0.139611648293633,-0.15439514331642,0.110453004372617,11.2619285750539,34
"41",41,7060,0.616960298709361,0.0993380093831459,-0.256408760150718,11.1068937753324,30
"42",42,7064,0.0335341704234705,-0.381104344081415,-0.990132289197389,12.5083946667637,60
"43",43,7065,-0.921163130407987,-0.321560205717604,-0.990132289197389,13.4526378069282,82
"44",44,7072,0.701822281005491,3.75175275865921,2.67848535603596,7.44588344661752,3
"45",45,7073,-0.687792679093631,-0.245809209118673,0.477314768895952,11.7385206997618,43
"46",46,7078,1.77320480749413,-0.387413563876311,0.110453004372617,9.6692464454498,15
"47",47,7079,2.07022174553058,-0.313106395486061,0.844176533419288,8.62545987343671,13
"48",48,7080,-0.0937588030207239,-0.38543025734575,-0.623270524674054,12.2695853760072,56
"49",49,7083,0.298727865098876,-0.37270447633144,-0.623270524674054,11.8748644433069,46
"50",50,7084,-0.613538444584518,-0.387411166714631,-0.623270524674054,12.7897128057056,65
"51",51,7085,-0.136189794168789,-0.422912470654709,-0.990132289197389,12.6854588815366,62
"52",52,7088,-0.369560245483145,-0.330397337777352,0.844176533419288,11.0682776341125,29
"53",53,7091,-0.921163130407987,-0.420138861709695,-0.990132289197389,13.469945255426,90
"54",54,7095,0.945800480106864,-0.403945070272578,-0.990132289197389,11.6001385019563,41
"55",55,7098,0.107788404932584,-0.384090809734787,0.477314768895952,10.9672177077502,28
"56",56,7099,-0.581715201223469,-0.30301792050914,0.110453004372617,12.0093491163136,48
"57",57,7100,-0.687792679093631,-0.422265266019202,-0.623270524674054,12.8700863722606,67
"58",58,7102,0.362374351820973,-0.405627454942656,0.477314768895952,10.7164129483206,26
"59",59,7103,-0.518068714501372,-0.285952263923362,-0.623270524674054,12.6764299423734,61
"60",60,7107,0.224473630589762,0.0523398694118494,0.844176533419288,10.407046610392,22
"61",61,7108,-0.921163130407987,-0.373477312735946,-0.990132289197389,13.4617528901765,85
"62",62,7110,-0.624146192371534,-0.410792438269263,-0.256408760150718,12.437563837361,59
"63",63,7114,-0.687792679093631,-0.270639082700918,-0.623270524674054,12.8434653726914,66
"64",64,7115,1.85806678979026,3.32416316960151,1.21103829794262,7.83215787346706,6
"65",65,7117,0.372982099607989,-0.120045252823556,1.21103829794262,9.92194202203336,18
"66",66,7125,0.797292011088637,5.27238350710318,1.94476182698929,7.81716019970914,5
"67",67,7130,-0.921163130407987,-0.367519433277077,-0.990132289197389,13.4607068656507,84
"68",68,7132,-0.0407200640856429,-0.396020349872417,-0.623270524674054,12.218405938958,53
"69",69,7135,1.5610498517538,0.323806626787646,1.57790006246596,8.28908545848281,10
"70",70,7136,0.447236334117102,-0.283830896772657,1.21103829794262,9.87644362283963,17
"71",71,7138,1.15795543584719,-0.318703793895427,-0.256408760150718,10.6392942115805,25
"72",72,7140,0.64878354207041,-0.149709888916813,-0.256408760150718,11.1187958559771,31
"73",73,7141,-0.878732139259923,-0.400660912937655,-0.256408760150718,12.6903709929775,63
"74",74,7145,-0.921163130407987,-0.404071783283802,-0.623270524674054,13.1002625949433,71
"75",75,7149,-0.868124391472906,-0.404866553387335,-0.990132289197389,13.4142251582692,79
"76",76,7166,1.22160192256928,3.80471585100829,1.57790006246596,8.01739037179603,7
"77",77,7167,-0.804477904750809,-0.338159724133249,0.844176533419288,11.5045581350696,40
"78",78,7169,0.0865729093585515,-0.367605349710582,2.67848535603596,8.78436826499367,14
"79",79,7170,0.404805342969037,0.103869364747586,0.844176533419288,10.2176678677234,20
"80",80,7171,1.86867453757727,1.91043606237329,1.21103829794262,8.06975810591657,8
"81",81,7175,1.04127021019001,-0.408261621777021,-0.256408760150718,10.7717030995055,27
"82",82,7183,2.91884156849188,-0.084259624896951,2.31162359151263,6.26921437911141,1
"83",83,7186,-0.921163130407987,-0.411886490690162,0.477314768895952,12.0010493290663,47
"84",84,7191,-0.921163130407987,-0.404738666356545,-0.990132289197389,13.4672414440862,87
"85",85,7192,0.107788404932584,-0.336941716252448,-0.256408760150718,11.6926632733883,42
"86",86,7193,-0.804477904750809,0.225881146854302,0.844176533419288,11.4055295144519,37
"87",87,7194,1.70955832077203,-0.261268434653556,1.21103829794262,8.61016034611457,12
"88",88,7196,-0.921163130407987,-0.420872015903776,-0.990132289197389,13.4700739752622,91
"89",89,7197,-0.401383488844194,-0.399135178503547,0.477314768895952,11.4790309404154,39
"90",90,7198,0.0335341704234705,-0.407131096537726,-0.623270524674054,12.1461024175494,50
"91",91,7199,-0.899947634833955,-0.353565565682907,0.110453004372617,12.3364561968415,57
"92",92,7200,-0.560499705649437,-0.411441533441244,-0.990132289197389,13.1077548412846,73
"93",93,7202,-0.921163130407987,-0.386505900785231,-0.990132289197389,13.4640403185695,86
